title,text,id,datatype,startdate,enddate,geometry.type,latitude,longitude
Sambucus nigra,<a href="https://www.gbif.org/species/2888728" target="_blank">Voir sur GBIF</a>,c407e776-4435-4631-9501-12d6f6a44f43,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Centaurium erythraea,<a href="https://www.gbif.org/species/5414457" target="_blank">Voir sur GBIF</a>,289c7fdc-743a-42e8-a511-7ebe81db03a7,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Paspalum dilatatum,<a href="https://www.gbif.org/species/2705565" target="_blank">Voir sur GBIF</a>,86ebcce4-f92c-423c-a357-51fba359b680,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Prunus spinosa,<a href="https://www.gbif.org/species/3023221" target="_blank">Voir sur GBIF</a>,3d430bf3-7127-41ec-8599-0b8ec90beffd,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Rosa sempervirens,<a href="https://www.gbif.org/species/3002660" target="_blank">Voir sur GBIF</a>,97c6d47c-4cd1-4821-94a4-991cf9846f8f,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Crataegus laevigata,<a href="https://www.gbif.org/species/8252683" target="_blank">Voir sur GBIF</a>,d7b4f9bc-d449-4a54-834b-ad5526dffb97,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Trifolium pratense,<a href="https://www.gbif.org/species/8324121" target="_blank">Voir sur GBIF</a>,6e2ce3d2-7dba-4692-a2a8-d3cd44dc8314,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Cornus sanguinea,<a href="https://www.gbif.org/species/3082234" target="_blank">Voir sur GBIF</a>,ef3e9e4a-bb56-40df-a2a9-19e6d03fd8c0,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Galium album,<a href="https://www.gbif.org/species/2913931" target="_blank">Voir sur GBIF</a>,567835b9-e391-43fa-8b79-acd840daf60c,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Brachypodium sylvaticum,<a href="https://www.gbif.org/species/5290146" target="_blank">Voir sur GBIF</a>,dba16831-4558-4172-bb1f-281267914199,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Bidens frondosa,<a href="https://www.gbif.org/species/5392174" target="_blank">Voir sur GBIF</a>,149dc20e-c9a0-49da-94ee-41efeffdbe30,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Acer negundo,<a href="https://www.gbif.org/species/3189866" target="_blank">Voir sur GBIF</a>,24852a1a-9c73-4e3e-b597-8752d28b858e,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Silene baccifera,<a href="https://www.gbif.org/species/10953644" target="_blank">Voir sur GBIF</a>,12e5f3e1-f383-4b9d-bc4b-c98a217a6fd3,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Typha latifolia,<a href="https://www.gbif.org/species/5289423" target="_blank">Voir sur GBIF</a>,fa12053a-f2f6-4579-850d-cfdc5c4d641e,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Rabelera holostea,<a href="https://www.gbif.org/species/11071158" target="_blank">Voir sur GBIF</a>,fa948f1a-5248-4d2c-afaa-b7aeb29d890f,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Daucus carota,<a href="https://www.gbif.org/species/3034742" target="_blank">Voir sur GBIF</a>,f4c5eef8-8375-463d-a039-b2afb8832f96,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Medicago sativa,<a href="https://www.gbif.org/species/9151957" target="_blank">Voir sur GBIF</a>,304000c6-a71e-4882-a960-dc1a4e000e37,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Agrimonia eupatoria,<a href="https://www.gbif.org/species/3001956" target="_blank">Voir sur GBIF</a>,e48d17da-5582-4415-889c-d9637c821e97,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Rubia peregrina,<a href="https://www.gbif.org/species/2892347" target="_blank">Voir sur GBIF</a>,059114c0-d32b-4b3e-a430-6f4a23796b71,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Digitaria sanguinalis,<a href="https://www.gbif.org/species/5289972" target="_blank">Voir sur GBIF</a>,1676a282-a543-4023-8c61-7df20b8a9cd7,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Corylus avellana,<a href="https://www.gbif.org/species/2875979" target="_blank">Voir sur GBIF</a>,ade9965e-2028-47cb-8f7a-2edfce1a820a,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Campanula trachelium,<a href="https://www.gbif.org/species/5412014" target="_blank">Voir sur GBIF</a>,e0aaf880-7de0-435d-a9dc-1fc36300b724,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Humulus lupulus,<a href="https://www.gbif.org/species/2984535" target="_blank">Voir sur GBIF</a>,2168275f-2db0-4488-b03e-ac503d3b4d27,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Dioscorea communis,<a href="https://www.gbif.org/species/2755063" target="_blank">Voir sur GBIF</a>,2557cc41-be7a-4172-91da-b9c7f93ea29b,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Setaria pumila,<a href="https://www.gbif.org/species/5289693" target="_blank">Voir sur GBIF</a>,fa5c8646-b175-4f6f-a6a9-073db533d2b0,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Lapsana communis,<a href="https://www.gbif.org/species/3134857" target="_blank">Voir sur GBIF</a>,b8d44e6a-c59b-479c-bbae-bb12f6dd746f,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Rumex acetosa,<a href="https://www.gbif.org/species/2888951" target="_blank">Voir sur GBIF</a>,9b453fba-a433-4838-9e8a-182f2bd1a703,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Fraxinus excelsior,<a href="https://www.gbif.org/species/3172358" target="_blank">Voir sur GBIF</a>,2b5f1a66-ca50-4fa7-8f30-dee0c5bfcc05,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Jacobaea vulgaris,<a href="https://www.gbif.org/species/5388602" target="_blank">Voir sur GBIF</a>,f9d32113-bd74-46d3-a634-55d6231b7bcc,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Polygonum aviculare,<a href="https://www.gbif.org/species/7821030" target="_blank">Voir sur GBIF</a>,756b06b5-2d31-4da4-9683-a1a540fff129,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Prunus spinosa,<a href="https://www.gbif.org/species/3023221" target="_blank">Voir sur GBIF</a>,7f6ca664-3143-4347-8c5c-52e66ec16fc6,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Rumex crispus,<a href="https://www.gbif.org/species/8195144" target="_blank">Voir sur GBIF</a>,9de0a97e-1323-4f35-aa3d-4194bc95da81,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Bidens frondosa,<a href="https://www.gbif.org/species/5392174" target="_blank">Voir sur GBIF</a>,9a95fa11-a45f-411a-82d1-7e4e18ece8d5,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Plantago lanceolata,<a href="https://www.gbif.org/species/8208358" target="_blank">Voir sur GBIF</a>,5a80421f-cdee-4c39-9944-1e36aa1789ed,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Clematis vitalba,<a href="https://www.gbif.org/species/3033558" target="_blank">Voir sur GBIF</a>,614326d9-bfe6-4fdf-a753-4d9deb4b8c3b,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Asplenium scolopendrium,<a href="https://www.gbif.org/species/2650669" target="_blank">Voir sur GBIF</a>,5e59035a-e5ec-4f4b-9b90-e23f9dd89db3,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Robinia pseudoacacia,<a href="https://www.gbif.org/species/5352251" target="_blank">Voir sur GBIF</a>,15a1f4cd-821d-48bc-ad07-b5b9ba06b9d5,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Salix atrocinerea,<a href="https://www.gbif.org/species/5582546" target="_blank">Voir sur GBIF</a>,0181d71f-91b7-41ae-9891-cc330da2ecd3,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Carex pendula,<a href="https://www.gbif.org/species/2722051" target="_blank">Voir sur GBIF</a>,c503e4df-3137-45fe-ab1d-38716a39f3a3,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Ranunculus acris,<a href="https://www.gbif.org/species/3033363" target="_blank">Voir sur GBIF</a>,eb6387a1-169e-4483-a99c-9829d29071fb,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Ulmus minor,<a href="https://www.gbif.org/species/5361865" target="_blank">Voir sur GBIF</a>,a3fd70b8-b5ad-409b-8829-fe0b830baa2e,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Fragaria vesca,<a href="https://www.gbif.org/species/3029817" target="_blank">Voir sur GBIF</a>,a614a1ab-54ba-4a91-80f3-8455cd0b9b06,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Carpinus betulus,<a href="https://www.gbif.org/species/2875818" target="_blank">Voir sur GBIF</a>,93a280cb-f492-4c7b-a863-643ab9e5307e,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Ligustrum vulgare,<a href="https://www.gbif.org/species/3172300" target="_blank">Voir sur GBIF</a>,6230a9b6-8ecc-427c-9fb9-1f23242f702a,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Brachypodium sylvaticum,<a href="https://www.gbif.org/species/5290146" target="_blank">Voir sur GBIF</a>,98a8d9fa-0a2b-4271-b4d4-8db1997fd319,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Cytisus scoparius,<a href="https://www.gbif.org/species/5354656" target="_blank">Voir sur GBIF</a>,5b88d2cc-b33a-4242-baf8-52077a19a62b,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Sambucus ebulus,<a href="https://www.gbif.org/species/2888722" target="_blank">Voir sur GBIF</a>,fe7f762f-cdec-4662-857a-24412e2c9af6,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Mentha suaveolens,<a href="https://www.gbif.org/species/2927190" target="_blank">Voir sur GBIF</a>,527ba7a6-e3cd-402e-8779-1f9f2c7261fb,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Arctium minus,<a href="https://www.gbif.org/species/5393103" target="_blank">Voir sur GBIF</a>,99f8139a-5e57-41e5-ac63-2c9b6fbcb1b2,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Cynodon dactylon,<a href="https://www.gbif.org/species/6109637" target="_blank">Voir sur GBIF</a>,003de9cf-c6e8-4ef3-9bca-19d87acac564,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Dioscorea communis,<a href="https://www.gbif.org/species/2755063" target="_blank">Voir sur GBIF</a>,10928243-fd12-481c-9bec-58800032e871,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Galium mollugo,<a href="https://www.gbif.org/species/9039392" target="_blank">Voir sur GBIF</a>,2b12a905-4580-4cd8-b059-84add6a82516,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Trifolium pratense,<a href="https://www.gbif.org/species/8324121" target="_blank">Voir sur GBIF</a>,1ae5e069-32c1-4a0f-9d2a-fd89b54a2285,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Solanum nigrum,<a href="https://www.gbif.org/species/9150405" target="_blank">Voir sur GBIF</a>,c301331d-2e1d-4fae-b185-cf9ce1ba6c4a,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Plantago lanceolata,<a href="https://www.gbif.org/species/8208358" target="_blank">Voir sur GBIF</a>,05e0f433-1993-4478-84d3-23a6762b9b28,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Carex sylvatica,<a href="https://www.gbif.org/species/2722602" target="_blank">Voir sur GBIF</a>,bd7cb17f-d5ab-4219-9042-5c2c68ac6ad8,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Clematis vitalba,<a href="https://www.gbif.org/species/3033558" target="_blank">Voir sur GBIF</a>,2865247a-e8e6-4193-8de2-f2de50d4ecaa,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Centaurea decipiens,<a href="https://www.gbif.org/species/3128156" target="_blank">Voir sur GBIF</a>,4c673bc1-2a2a-4607-a56f-93094a477894,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Parietaria judaica,<a href="https://www.gbif.org/species/5361801" target="_blank">Voir sur GBIF</a>,ebf4f108-992a-40ec-bdd5-793b9c451e14,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Atriplex prostrata,<a href="https://www.gbif.org/species/3083786" target="_blank">Voir sur GBIF</a>,2dab4db6-f81f-457c-8554-672a72bd43de,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Iris foetidissima,<a href="https://www.gbif.org/species/5298765" target="_blank">Voir sur GBIF</a>,b4c577d4-ae0c-40e9-a1fc-45a5a72d9fbf,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Leucanthemum vulgare,<a href="https://www.gbif.org/species/8848598" target="_blank">Voir sur GBIF</a>,c2000b86-92dd-4037-ad5f-896009c42385,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Glechoma hederacea,<a href="https://www.gbif.org/species/2926557" target="_blank">Voir sur GBIF</a>,ff0330f8-9461-4688-ac2b-3983a0e7be38,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Veronica chamaedrys,<a href="https://www.gbif.org/species/7874883" target="_blank">Voir sur GBIF</a>,03890de8-5848-4657-91e6-f12d95428632,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Crepis capillaris,<a href="https://www.gbif.org/species/5403304" target="_blank">Voir sur GBIF</a>,2f81b433-2ecf-4765-bbd6-bc42742fdee7,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Dryopteris affinis,<a href="https://www.gbif.org/species/8915858" target="_blank">Voir sur GBIF</a>,4424ffb9-7a95-4bc6-809d-836fe9b6bd1d,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Geum urbanum,<a href="https://www.gbif.org/species/5369652" target="_blank">Voir sur GBIF</a>,b87555a1-1485-4f4b-92b6-6051c0b274a2,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Cirsium arvense,<a href="https://www.gbif.org/species/3113414" target="_blank">Voir sur GBIF</a>,d930f8e0-9d87-42db-9872-46493457c909,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Amaranthus hybridus,<a href="https://www.gbif.org/species/5384364" target="_blank">Voir sur GBIF</a>,10f86312-1a7e-4f7f-b0b6-0c187cf03add,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Helminthotheca echioides,<a href="https://www.gbif.org/species/3141855" target="_blank">Voir sur GBIF</a>,291fce6c-3b02-41a5-8193-1a4157c68b9c,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Angelica sylvestris,<a href="https://www.gbif.org/species/5371818" target="_blank">Voir sur GBIF</a>,90e879ce-6c6c-4c79-a0b2-fbe0970d53e1,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Viscum album,<a href="https://www.gbif.org/species/2889828" target="_blank">Voir sur GBIF</a>,ab59bf42-ffce-4cdf-9868-f3a290ccc5af,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Brachypodium sylvaticum,<a href="https://www.gbif.org/species/5290146" target="_blank">Voir sur GBIF</a>,2fb0ca04-378c-4f70-b73f-8f25d0c51d4c,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Acer platanoides,<a href="https://www.gbif.org/species/3189846" target="_blank">Voir sur GBIF</a>,0129cfbe-ccf7-4383-a2be-de8505f85420,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Orobanche hederae,<a href="https://www.gbif.org/species/3733128" target="_blank">Voir sur GBIF</a>,34c254fd-883b-4da4-8dfa-faa4f874dd5b,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Althaea officinalis,<a href="https://www.gbif.org/species/3152520" target="_blank">Voir sur GBIF</a>,542523bf-c958-4ad3-af8f-5270d05dd0de,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Populus canadensis,<a href="https://www.gbif.org/species/8190077" target="_blank">Voir sur GBIF</a>,a16f8ab6-9477-459d-aa55-04b273c34254,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Calystegia sepium,<a href="https://www.gbif.org/species/2928441" target="_blank">Voir sur GBIF</a>,ab490d46-6889-439c-8e43-d9da4b9f855f,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Corylus avellana,<a href="https://www.gbif.org/species/2875979" target="_blank">Voir sur GBIF</a>,aa5320e0-e6c4-4e27-9800-4e2b549badae,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Acer campestre,<a href="https://www.gbif.org/species/3189863" target="_blank">Voir sur GBIF</a>,80edcabd-a3ae-49d5-82c0-2682da0a0431,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Centranthus ruber,<a href="https://www.gbif.org/species/2888740" target="_blank">Voir sur GBIF</a>,4ee6478d-f519-4ce0-9fb4-1b560a620069,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Populus canadensis,<a href="https://www.gbif.org/species/8190077" target="_blank">Voir sur GBIF</a>,3aa1e740-5924-459c-9b9a-b871964f9602,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Galium album,<a href="https://www.gbif.org/species/2913931" target="_blank">Voir sur GBIF</a>,aea6c2a1-20ca-49e2-bc00-f7c8aebb6ac3,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Mercurialis annua,<a href="https://www.gbif.org/species/3062975" target="_blank">Voir sur GBIF</a>,f7eb22b5-850a-4854-9046-c65fe8fa8a13,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Phalaris arundinacea,<a href="https://www.gbif.org/species/5289756" target="_blank">Voir sur GBIF</a>,9f1ee996-1ae2-4b9c-b82d-e08417e87b89,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Clinopodium vulgare,<a href="https://www.gbif.org/species/2926945" target="_blank">Voir sur GBIF</a>,9f7f803d-2e7c-413e-9fff-39261c173145,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Picris hieracioides,<a href="https://www.gbif.org/species/3093337" target="_blank">Voir sur GBIF</a>,bb9a9d9a-d858-4933-8760-4f9d10a77db1,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Ligustrum vulgare,<a href="https://www.gbif.org/species/3172300" target="_blank">Voir sur GBIF</a>,ee0361a1-e20d-4779-8696-e2ea2b41f826,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Bidens frondosa,<a href="https://www.gbif.org/species/5392174" target="_blank">Voir sur GBIF</a>,2c4f350f-dc86-4462-a95b-23ecd9ae1142,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Cymbalaria muralis,<a href="https://www.gbif.org/species/8200663" target="_blank">Voir sur GBIF</a>,305e55cd-44f2-4303-9fa8-3bd8585a76b2,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Epilobium hirsutum,<a href="https://www.gbif.org/species/3189172" target="_blank">Voir sur GBIF</a>,ce0c9c42-e1c9-441c-bbb5-8b46ab006682,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Arrhenatherum elatius,<a href="https://www.gbif.org/species/2704505" target="_blank">Voir sur GBIF</a>,2bd3c112-b254-4e66-b506-4ae546bd3a28,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Phragmites australis,<a href="https://www.gbif.org/species/5290149" target="_blank">Voir sur GBIF</a>,2a2abc33-6ec3-44da-82b4-d27ad04be8d4,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Urtica dioica,<a href="https://www.gbif.org/species/7960979" target="_blank">Voir sur GBIF</a>,11aa664e-ed52-40a5-8732-3266b2c88fee,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Digitaria sanguinalis,<a href="https://www.gbif.org/species/5289972" target="_blank">Voir sur GBIF</a>,ce2e935d-cb6e-4242-8244-e9e98b563b14,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Parthenocissus inserta,<a href="https://www.gbif.org/species/3039203" target="_blank">Voir sur GBIF</a>,fa9ea9db-4a2a-49d7-b0b0-7dea9a88e61a,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Cirsium arvense,<a href="https://www.gbif.org/species/3113414" target="_blank">Voir sur GBIF</a>,1b1a0c0f-825d-4975-90d4-e344cf15ed19,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Galega officinalis,<a href="https://www.gbif.org/species/2975667" target="_blank">Voir sur GBIF</a>,f6c9dc14-4003-42ab-a81a-9aed329022e5,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Petasites hybridus,<a href="https://www.gbif.org/species/9490132" target="_blank">Voir sur GBIF</a>,3b78f25c-fa1b-4e85-b4cf-348fe4d53962,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Cichorium intybus,<a href="https://www.gbif.org/species/5392252" target="_blank">Voir sur GBIF</a>,1ae43576-3292-4bbd-b704-180a3349a017,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Hedera helix,<a href="https://www.gbif.org/species/8351737" target="_blank">Voir sur GBIF</a>,14725c29-b516-4506-8d51-8e4bf7c9af0b,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Quercus robur,<a href="https://www.gbif.org/species/2878688" target="_blank">Voir sur GBIF</a>,c8ac576d-9577-4505-b4fe-1ae8799b84f4,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.73669,-0.36622
Ulmus minor,<a href="https://www.gbif.org/species/5361865" target="_blank">Voir sur GBIF</a>,b6e55bda-c1a8-4e98-908a-44d68306dea5,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Solanum dulcamara,<a href="https://www.gbif.org/species/2932737" target="_blank">Voir sur GBIF</a>,373c56b7-5b05-42aa-9778-898febd31d21,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Fraxinus angustifolia,<a href="https://www.gbif.org/species/7325877" target="_blank">Voir sur GBIF</a>,769d5e0f-6984-4db3-a64b-a5b4a3ed3834,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Echinochloa crus-galli,<a href="https://www.gbif.org/species/2702808" target="_blank">Voir sur GBIF</a>,4c0e6854-11d6-42ac-a0ad-39326a0ea323,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Sagina procumbens,<a href="https://www.gbif.org/species/3085402" target="_blank">Voir sur GBIF</a>,f5ec48f2-a543-4746-96ef-839944453f07,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Calystegia sepium,<a href="https://www.gbif.org/species/2928441" target="_blank">Voir sur GBIF</a>,089a26b2-d2cc-489b-ae84-bd9b0f38d95e,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
Angelica sylvestris,<a href="https://www.gbif.org/species/5371818" target="_blank">Voir sur GBIF</a>,a19c2836-f6f7-4f8c-83d7-4beac8d612ae,gbif,2015-09-10T00:00:00.000Z,2015-09-10T00:00:00.000Z,Point,44.70778,-0.37413
