title,text,id,datatype,startdate,enddate,geometry.type,latitude,longitude
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,c415d151-f7c7-43be-b348-9356aa0b6c0f,gbif,2022-04-18T10:28:11.627Z,2022-04-18T10:28:11.627Z,Point,44.701944,-0.393889
Lymnaea stagnalis,<a href="https://www.gbif.org/species/2291253" target="_blank">Voir sur GBIF</a>,c154bba6-da0f-4731-9e8b-c7f0e78f7f7d,gbif,2022-04-18T00:00:00.000Z,2022-04-18T00:00:00.000Z,Point,44.70863,-0.33473
Cruciata laevipes,<a href="https://www.gbif.org/species/5338920" target="_blank">Voir sur GBIF</a>,e3de20de-175d-494c-9037-7226a9916ed9,gbif,2022-04-17T11:55:40.312Z,2022-04-17T11:55:40.312Z,Point,44.731952,-0.402224
Ajuga reptans,<a href="https://www.gbif.org/species/2927078" target="_blank">Voir sur GBIF</a>,45bf335d-56aa-4443-895c-5074f3124bde,gbif,2022-04-16T15:10:40.315Z,2022-04-16T15:10:40.315Z,Point,44.732053,-0.402604
Silene vulgaris,<a href="https://www.gbif.org/species/9172281" target="_blank">Voir sur GBIF</a>,23cb1724-f8ed-4046-b625-f73cfa7e0441,gbif,2022-04-15T17:37:25.830Z,2022-04-15T17:37:25.830Z,Point,44.725497,-0.406634
Cardamine pratensis,<a href="https://www.gbif.org/species/7972010" target="_blank">Voir sur GBIF</a>,530e4678-e901-4b53-8526-8450eb0184a9,gbif,2022-04-15T14:13:08.408Z,2022-04-15T14:13:08.408Z,Point,44.707873,-0.405703
Caltha palustris,<a href="https://www.gbif.org/species/5371685" target="_blank">Voir sur GBIF</a>,246a07d0-bb15-4dc6-8f59-1c2fd7086c2e,gbif,2022-04-15T14:10:57.357Z,2022-04-15T14:10:57.357Z,Point,44.707734,-0.405629
Viburnum lantana,<a href="https://www.gbif.org/species/2888615" target="_blank">Voir sur GBIF</a>,67d59891-04e5-4a29-bdc7-2f6e1be6f5ca,gbif,2022-04-14T18:07:05.896Z,2022-04-14T18:07:05.896Z,Point,44.719854,-0.387483
Anthriscus sylvestris,<a href="https://www.gbif.org/species/5371742" target="_blank">Voir sur GBIF</a>,c49073f2-156a-46fe-b359-4761080b4a8f,gbif,2022-04-14T16:35:44.348Z,2022-04-14T16:35:44.348Z,Point,44.738925,-0.412497
Cardamine pratensis,<a href="https://www.gbif.org/species/7972010" target="_blank">Voir sur GBIF</a>,f48ce18e-8092-4d72-b6db-4ed87561c537,gbif,2022-04-12T14:38:13.228Z,2022-04-12T14:38:13.228Z,Point,44.731473,-0.414275
Euphorbia flavicoma,<a href="https://www.gbif.org/species/3066601" target="_blank">Voir sur GBIF</a>,1e478dc1-4dff-4d00-a8eb-9379cb597b7d,gbif,2022-04-12T09:10:59.321Z,2022-04-12T09:10:59.321Z,Point,44.713921,-0.401962
Carex pendula,<a href="https://www.gbif.org/species/2722051" target="_blank">Voir sur GBIF</a>,4e40ec5e-54c1-4418-8589-043559cf2ced,gbif,2022-04-12T07:33:03.904Z,2022-04-12T07:33:03.904Z,Point,44.71376,-0.402231
Glechoma hederacea,<a href="https://www.gbif.org/species/2926557" target="_blank">Voir sur GBIF</a>,b7e13bef-9b43-4cdd-b987-3fbc7f9cf280,gbif,2022-04-12T07:28:32.933Z,2022-04-12T07:28:32.933Z,Point,44.713789,-0.402443
Alliaria petiolata,<a href="https://www.gbif.org/species/5376075" target="_blank">Voir sur GBIF</a>,509d89c4-728e-4be1-a6ae-acf50a0ad59f,gbif,2022-04-10T13:56:51.371Z,2022-04-10T13:56:51.371Z,Point,44.722351,-0.357312
Lathyrus nissolia,<a href="https://www.gbif.org/species/5356542" target="_blank">Voir sur GBIF</a>,20a0713c-7db7-4f2a-86e3-1b82854d7cf1,gbif,2022-04-09T20:38:31.773Z,2022-04-09T20:38:31.773Z,Point,44.732733,-0.333317
Smyrnium olusatrum,<a href="https://www.gbif.org/species/3034782" target="_blank">Voir sur GBIF</a>,d48332b1-69d2-4e6f-a091-176b0f9da8aa,gbif,2022-04-09T16:05:05.095Z,2022-04-09T16:05:05.095Z,Point,44.709951,-0.333312
Cydonia oblonga,<a href="https://www.gbif.org/species/5362215" target="_blank">Voir sur GBIF</a>,d32a18eb-9bb6-4bf8-9fe0-bbaef5d7dbd5,gbif,2022-04-09T14:19:13.732Z,2022-04-09T14:19:13.732Z,Point,44.708563,-0.402272
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,26468b6c-d207-4908-a508-7591cafee329,gbif,2022-04-09T14:05:41.818Z,2022-04-09T14:05:41.818Z,Point,44.702532,-0.341799
Urtica dioica,<a href="https://www.gbif.org/species/7960979" target="_blank">Voir sur GBIF</a>,efa915e9-552b-4fce-8f53-0e3890750039,gbif,2022-04-09T12:59:56.736Z,2022-04-09T12:59:56.736Z,Point,44.708,-0.405683
Cydonia oblonga,<a href="https://www.gbif.org/species/5362215" target="_blank">Voir sur GBIF</a>,d898af13-9f32-422c-ad67-86977054ed03,gbif,2022-04-06T12:33:52.534Z,2022-04-06T12:33:52.534Z,Point,44.708642,-0.402435
Cornus sanguinea,<a href="https://www.gbif.org/species/3082234" target="_blank">Voir sur GBIF</a>,d4977352-1529-4a82-bb48-90a2edd4fc5c,gbif,2022-04-05T16:50:49.989Z,2022-04-05T16:50:49.989Z,Point,44.729404,-0.36023
Alliaria petiolata,<a href="https://www.gbif.org/species/5376075" target="_blank">Voir sur GBIF</a>,570a59c3-e5d4-4c77-ac24-eb3755cc6d2b,gbif,2022-04-05T09:21:18.840Z,2022-04-05T09:21:18.840Z,Point,44.736704,-0.33754
Cerinthe major,<a href="https://www.gbif.org/species/2926108" target="_blank">Voir sur GBIF</a>,864de909-4ff8-4ce1-a9a3-27a4a49253bb,gbif,2022-04-04T15:00:04.463Z,2022-04-04T15:00:04.463Z,Point,44.707502,-0.362897
Viburnum lantana,<a href="https://www.gbif.org/species/2888615" target="_blank">Voir sur GBIF</a>,18521927-afe9-4a7d-9eb1-3ef4424d6964,gbif,2022-04-03T15:14:29.285Z,2022-04-03T15:14:29.285Z,Point,44.728904,-0.339837
Cydonia oblonga,<a href="https://www.gbif.org/species/5362215" target="_blank">Voir sur GBIF</a>,1431d0c1-d64d-465a-ab2b-234a1cb0f075,gbif,2022-04-03T15:11:39.036Z,2022-04-03T15:11:39.036Z,Point,44.727534,-0.340248
Primula veris,<a href="https://www.gbif.org/species/8377689" target="_blank">Voir sur GBIF</a>,f2b73b48-3614-4cdd-9064-612358755dfe,gbif,2022-04-03T14:55:46.821Z,2022-04-03T14:55:46.821Z,Point,44.722619,-0.340021
Alliaria petiolata,<a href="https://www.gbif.org/species/5376075" target="_blank">Voir sur GBIF</a>,a68ae39e-9e00-4ec5-bb9d-78260da07f76,gbif,2022-04-03T14:51:43.763Z,2022-04-03T14:51:43.763Z,Point,44.722055,-0.339544
Alliaria petiolata,<a href="https://www.gbif.org/species/5376075" target="_blank">Voir sur GBIF</a>,5044bab2-c701-47d8-b19b-35af721f181a,gbif,2022-04-03T11:42:01.153Z,2022-04-03T11:42:01.153Z,Point,44.715804,-0.386656
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,dda9a2f2-cf35-44a4-b4f2-680ab8a08bf6,gbif,2022-04-03T10:16:16.118Z,2022-04-03T10:16:16.118Z,Point,44.731798,-0.37365
Vinca major,<a href="https://www.gbif.org/species/3169708" target="_blank">Voir sur GBIF</a>,88279e0c-9395-40cc-9c2c-305e4b1c91cf,gbif,2022-04-02T15:28:37.712Z,2022-04-02T15:28:37.712Z,Point,44.717738,-0.404074
Alliaria petiolata,<a href="https://www.gbif.org/species/5376075" target="_blank">Voir sur GBIF</a>,eaa0e2ba-afe4-4e5b-96e8-532430f0f43f,gbif,2022-04-02T14:41:55.135Z,2022-04-02T14:41:55.135Z,Point,44.71927,-0.387163
Vicia faba,<a href="https://www.gbif.org/species/2974832" target="_blank">Voir sur GBIF</a>,3832b608-39c8-42ed-9dcc-b78dbdf066cc,gbif,2022-04-02T12:21:13.280Z,2022-04-02T12:21:13.280Z,Point,44.718955,-0.407625
Vicia faba,<a href="https://www.gbif.org/species/2974832" target="_blank">Voir sur GBIF</a>,7088e91c-75d1-45c3-92c8-fd0721e560f2,gbif,2022-04-02T12:20:22.847Z,2022-04-02T12:20:22.847Z,Point,44.718906,-0.407463
Caltha palustris,<a href="https://www.gbif.org/species/5371685" target="_blank">Voir sur GBIF</a>,5e5a1305-22f0-42ab-8c54-326a83fb4f3b,gbif,2022-04-01T08:48:31.077Z,2022-04-01T08:48:31.077Z,Point,44.701832,-0.393687
Cruciata laevipes,<a href="https://www.gbif.org/species/5338920" target="_blank">Voir sur GBIF</a>,85ed672e-ac70-4d7d-8c91-6b6a6bd894d3,gbif,2022-03-31T14:20:24.816Z,2022-03-31T14:20:24.816Z,Point,44.728381,-0.374599
Alliaria petiolata,<a href="https://www.gbif.org/species/5376075" target="_blank">Voir sur GBIF</a>,de8e6cb2-9e2a-44ac-8bca-467ad9f3fe43,gbif,2022-03-31T08:41:55.156Z,2022-03-31T08:41:55.156Z,Point,44.728683,-0.342728
Caltha palustris,<a href="https://www.gbif.org/species/5371685" target="_blank">Voir sur GBIF</a>,8a1ca53a-17bd-4854-97c2-ed150712a8b5,gbif,2022-03-30T13:25:10.731Z,2022-03-30T13:25:10.731Z,Point,44.701989,-0.394013
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,c0969157-948e-493b-93cf-04d82e862b8a,gbif,2022-03-29T09:09:07.564Z,2022-03-29T09:09:07.564Z,Point,44.702297,-0.347214
Syringa vulgaris,<a href="https://www.gbif.org/species/5415039" target="_blank">Voir sur GBIF</a>,1cfdc8bd-b75a-4b2f-bbe5-7aeb17c70bc2,gbif,2022-03-28T16:50:28.253Z,2022-03-28T16:50:28.253Z,Point,44.731768,-0.360342
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,b100a36e-079a-439d-9e7d-4e90db943dcc,gbif,2022-03-28T14:33:11.933Z,2022-03-28T14:33:11.933Z,Point,44.70213,-0.34547
Cardamine pratensis,<a href="https://www.gbif.org/species/7972010" target="_blank">Voir sur GBIF</a>,70459241-b910-468f-84aa-38c3f159b0da,gbif,2022-03-27T20:04:56.142Z,2022-03-27T20:04:56.142Z,Point,44.721958,-0.351742
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,a12d9a99-fd40-49dc-815a-16b8f4ed1963,gbif,2022-03-27T19:46:04.481Z,2022-03-27T19:46:04.481Z,Point,44.721882,-0.351803
Malus domestica,<a href="https://www.gbif.org/species/3001244" target="_blank">Voir sur GBIF</a>,0ead70da-9a61-463f-94a0-b7b77fdc1293,gbif,2022-03-27T15:23:57.000Z,2022-03-27T15:23:57.000Z,Point,44.704056,-0.39594
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,00abcebe-22f8-4222-afa6-e5f7ce9a7984,gbif,2022-03-27T14:47:53.941Z,2022-03-27T14:47:53.941Z,Point,44.701933,-0.393884
Cardamine pratensis,<a href="https://www.gbif.org/species/7972010" target="_blank">Voir sur GBIF</a>,a3f4a95d-59fa-488e-ad09-c53193c2b55c,gbif,2022-03-27T14:45:47.398Z,2022-03-27T14:45:47.398Z,Point,44.702895,-0.393897
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,7b61ddd8-4daf-4dae-a2a2-af6cea279984,gbif,2022-03-27T10:20:02.739Z,2022-03-27T10:20:02.739Z,Point,44.737286,-0.371923
Silene vulgaris,<a href="https://www.gbif.org/species/9172281" target="_blank">Voir sur GBIF</a>,556fd167-7550-4be3-ae8c-afe97a817fcd,gbif,2022-03-26T20:38:51.846Z,2022-03-26T20:38:51.846Z,Point,44.698406,-0.344707
Pulmonaria longifolia,<a href="https://www.gbif.org/species/7294681" target="_blank">Voir sur GBIF</a>,3e5b73cf-49d5-4326-a7ec-00f1a3e51d2e,gbif,2022-03-26T16:19:59.000Z,2022-03-26T16:19:59.000Z,Point,44.728752,-0.419796
Rubia peregrina,<a href="https://www.gbif.org/species/2892347" target="_blank">Voir sur GBIF</a>,acae0150-36d5-4a95-be63-6d56ef85e554,gbif,2022-03-25T20:03:53.604Z,2022-03-25T20:03:53.604Z,Point,44.698547,-0.344608
Alliaria petiolata,<a href="https://www.gbif.org/species/5376075" target="_blank">Voir sur GBIF</a>,d1eb80ec-1a86-4399-ac65-49a217689987,gbif,2022-03-25T17:09:16.438Z,2022-03-25T17:09:16.438Z,Point,44.71916,-0.388111
Cardamine pratensis,<a href="https://www.gbif.org/species/7972010" target="_blank">Voir sur GBIF</a>,fb6bb314-a926-4bc8-bd55-bc820908661c,gbif,2022-03-25T16:36:02.142Z,2022-03-25T16:36:02.142Z,Point,44.707575,-0.402316
Euphorbia amygdaloides,<a href="https://www.gbif.org/species/3065239" target="_blank">Voir sur GBIF</a>,88a1e64b-cd45-4699-b931-de1b133186fc,gbif,2022-03-25T16:16:10.388Z,2022-03-25T16:16:10.388Z,Point,44.717971,-0.362659
Tulipa sylvestris,<a href="https://www.gbif.org/species/5299536" target="_blank">Voir sur GBIF</a>,d627a224-e839-47a9-863c-a17fe263f881,gbif,2022-03-25T15:34:56.211Z,2022-03-25T15:34:56.211Z,Point,44.718383,-0.359695
Cardamine pratensis,<a href="https://www.gbif.org/species/7972010" target="_blank">Voir sur GBIF</a>,970b882e-b456-4c68-9aa1-3fc21cab68ba,gbif,2022-03-25T08:29:55.265Z,2022-03-25T08:29:55.265Z,Point,44.721958,-0.351742
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,8083955b-b838-4a98-a575-97346ba79afa,gbif,2022-03-25T08:29:02.914Z,2022-03-25T08:29:02.914Z,Point,44.721882,-0.351803
Cardamine pratensis,<a href="https://www.gbif.org/species/7972010" target="_blank">Voir sur GBIF</a>,fe9b610b-31e8-447f-8b10-6fca2458db20,gbif,2022-03-25T08:28:32.064Z,2022-03-25T08:28:32.064Z,Point,44.718372,-0.411234
Cardamine pratensis,<a href="https://www.gbif.org/species/7972010" target="_blank">Voir sur GBIF</a>,eaae366a-4fef-4bd5-8feb-4d86a0f67776,gbif,2022-03-24T21:17:06.250Z,2022-03-24T21:17:06.250Z,Point,44.721958,-0.351742
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,9342ae80-a65e-4709-803f-8ab6bb15af30,gbif,2022-03-24T20:55:21.506Z,2022-03-24T20:55:21.506Z,Point,44.721882,-0.351803
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,7bd63847-3ca1-441b-87bd-e373f488793d,gbif,2022-03-24T20:51:27.772Z,2022-03-24T20:51:27.772Z,Point,44.721714,-0.351565
Borago officinalis,<a href="https://www.gbif.org/species/2926110" target="_blank">Voir sur GBIF</a>,5ed74791-b978-4f1f-bca2-7e51064926c0,gbif,2022-03-24T11:56:25.381Z,2022-03-24T11:56:25.381Z,Point,44.712045,-0.398337
Primula veris,<a href="https://www.gbif.org/species/8377689" target="_blank">Voir sur GBIF</a>,dadc98aa-565d-4461-a149-431f8545c860,gbif,2022-03-23T10:32:34.117Z,2022-03-23T10:32:34.117Z,Point,44.717783,-0.378103
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,2da3a8cd-2baa-47a2-8596-cc5fa6318910,gbif,2022-03-21T16:32:15.886Z,2022-03-21T16:32:15.886Z,Point,44.708102,-0.40616
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,a46f63f9-56c0-4564-ac12-f670085e8e76,gbif,2022-03-21T16:31:39.030Z,2022-03-21T16:31:39.030Z,Point,44.708073,-0.406149
Alliaria petiolata,<a href="https://www.gbif.org/species/5376075" target="_blank">Voir sur GBIF</a>,1c907376-c758-41f4-9dfc-b381d67cf5ca,gbif,2022-03-21T11:24:02.448Z,2022-03-21T11:24:02.448Z,Point,44.707224,-0.402526
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,552c5a1a-bb11-447f-a3df-3cc46fc39696,gbif,2022-03-20T16:59:58.026Z,2022-03-20T16:59:58.026Z,Point,44.731278,-0.370512
Alliaria petiolata,<a href="https://www.gbif.org/species/5376075" target="_blank">Voir sur GBIF</a>,922f262b-d645-42c8-a072-e4749307062b,gbif,2022-03-20T16:47:14.088Z,2022-03-20T16:47:14.088Z,Point,44.708285,-0.407086
Euphorbia amygdaloides,<a href="https://www.gbif.org/species/3065239" target="_blank">Voir sur GBIF</a>,425cd38a-4938-4236-ae3a-3bfd706f85d6,gbif,2022-03-20T16:29:09.530Z,2022-03-20T16:29:09.530Z,Point,44.716853,-0.400933
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,ccd954ae-80ca-4eec-ad4a-7ce988505c2a,gbif,2022-03-20T14:56:26.690Z,2022-03-20T14:56:26.690Z,Point,44.721863,-0.351826
Symphytum tuberosum,<a href="https://www.gbif.org/species/2926065" target="_blank">Voir sur GBIF</a>,843a1aed-50d8-47d7-aaa2-2c6f5030ee91,gbif,2022-03-20T13:47:15.233Z,2022-03-20T13:47:15.233Z,Point,44.713019,-0.369738
Glechoma hederacea,<a href="https://www.gbif.org/species/2926557" target="_blank">Voir sur GBIF</a>,f2377fed-7f8c-4a82-bcff-f692be39cdb3,gbif,2022-03-20T11:24:36.509Z,2022-03-20T11:24:36.509Z,Point,44.712697,-0.370228
Glechoma hederacea,<a href="https://www.gbif.org/species/2926557" target="_blank">Voir sur GBIF</a>,5fd32cea-3704-41e3-bfbb-09c42d2c33c7,gbif,2022-03-20T11:24:13.187Z,2022-03-20T11:24:13.187Z,Point,44.712697,-0.370228
Cardamine pratensis,<a href="https://www.gbif.org/species/7972010" target="_blank">Voir sur GBIF</a>,cbcce25a-1f27-4c8a-804c-b8ae5352dd5e,gbif,2022-03-19T16:21:45.929Z,2022-03-19T16:21:45.929Z,Point,44.714832,-0.415678
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,83506836-a343-4b5f-9735-9695b919ee98,gbif,2022-03-18T09:37:40.207Z,2022-03-18T09:37:40.207Z,Point,44.701969,-0.394008
Pulmonaria longifolia,<a href="https://www.gbif.org/species/7294681" target="_blank">Voir sur GBIF</a>,5cf7b0bd-01fb-4f44-b1f8-20d60e7ab55c,gbif,2022-03-16T16:35:34.471Z,2022-03-16T16:35:34.471Z,Point,44.729637,-0.37319
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,514e864e-b8a1-4817-8192-f94b537bba89,gbif,2022-03-16T14:48:08.845Z,2022-03-16T14:48:08.845Z,Point,44.706383,-0.337668
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,43dd3264-ce88-489a-a62e-2e16d88238a9,gbif,2022-03-16T13:51:34.392Z,2022-03-16T13:51:34.392Z,Point,44.701643,-0.393197
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,805ac1b6-8318-4617-8ed6-3ab841e346cc,gbif,2022-03-15T16:07:47.350Z,2022-03-15T16:07:47.350Z,Point,44.703087,-0.341437
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,086c5f55-75af-4cf4-befe-1c10eed5becd,gbif,2022-03-14T10:23:58.887Z,2022-03-14T10:23:58.887Z,Point,44.702825,-0.340742
Lathraea clandestina,<a href="https://www.gbif.org/species/3738544" target="_blank">Voir sur GBIF</a>,a6ff5ff2-cf78-4224-9c0f-8c1122da75ae,gbif,2022-03-13T17:22:50.447Z,2022-03-13T17:22:50.447Z,Point,44.733224,-0.396705
Prunus laurocerasus,<a href="https://www.gbif.org/species/3021496" target="_blank">Voir sur GBIF</a>,05bda385-9410-4bea-b7e0-7c61390e9cf4,gbif,2022-03-05T16:57:35.286Z,2022-03-05T16:57:35.286Z,Point,44.735074,-0.356789
Mercurialis annua,<a href="https://www.gbif.org/species/3062975" target="_blank">Voir sur GBIF</a>,170ecb4b-56d1-432e-9846-ed8635cacfc3,gbif,2022-03-01T13:49:40.206Z,2022-03-01T13:49:40.206Z,Point,44.717067,-0.381772
Petasites pyrenaicus,<a href="https://www.gbif.org/species/3088282" target="_blank">Voir sur GBIF</a>,fa301096-65ac-416b-b1e4-3df84e91979d,gbif,2022-02-27T13:27:54.566Z,2022-02-27T13:27:54.566Z,Point,44.702996,-0.394717
Turdus viscivorus,<a href="https://www.gbif.org/species/2490774" target="_blank">Voir sur GBIF</a>,bfc21ea1-8d8b-42ba-bed7-6aa7e19ddf90,gbif,2022-02-17T00:00:00.000Z,2022-02-17T00:00:00.000Z,Point,44.73498,-0.379179
Falco tinnunculus,<a href="https://www.gbif.org/species/9616058" target="_blank">Voir sur GBIF</a>,c5b5a7ee-8376-4676-9fd4-3661f5987afc,gbif,2022-02-17T00:00:00.000Z,2022-02-17T00:00:00.000Z,Point,44.699463,-0.381575
Tichodroma muraria,<a href="https://www.gbif.org/species/2484918" target="_blank">Voir sur GBIF</a>,edb17290-550c-443d-b775-32eb50c8e3bd,gbif,2022-02-17T00:00:00.000Z,2022-02-17T00:00:00.000Z,Point,44.699463,-0.381575
Turdus philomelos,<a href="https://www.gbif.org/species/7901064" target="_blank">Voir sur GBIF</a>,f9ab85a8-b87e-4d24-a1e7-17e83ebb38bb,gbif,2022-02-17T00:00:00.000Z,2022-02-17T00:00:00.000Z,Point,44.699463,-0.381575
Phoenicurus ochruros,<a href="https://www.gbif.org/species/5739315" target="_blank">Voir sur GBIF</a>,08ba9a33-184b-4f01-92a6-be179c0f3f38,gbif,2022-02-17T00:00:00.000Z,2022-02-17T00:00:00.000Z,Point,44.699463,-0.381575
Certhia brachydactyla,<a href="https://www.gbif.org/species/7806848" target="_blank">Voir sur GBIF</a>,9b01ee98-727b-4bb2-997a-aaae67e89ed8,gbif,2022-02-17T00:00:00.000Z,2022-02-17T00:00:00.000Z,Point,44.699463,-0.381575
Streptopelia decaocto,<a href="https://www.gbif.org/species/2495696" target="_blank">Voir sur GBIF</a>,2ad173f0-097f-42bf-871d-95b373de3eaa,gbif,2022-02-17T00:00:00.000Z,2022-02-17T00:00:00.000Z,Point,44.71596,-0.389595
Picus viridis,<a href="https://www.gbif.org/species/2478523" target="_blank">Voir sur GBIF</a>,cc06b22b-3c2f-4a3d-a0fa-43a278e3f3c4,gbif,2022-02-17T00:00:00.000Z,2022-02-17T00:00:00.000Z,Point,44.699463,-0.381575
Coloeus monedula,<a href="https://www.gbif.org/species/6100954" target="_blank">Voir sur GBIF</a>,cf6a019f-034f-4b64-afd1-130d0976cae1,gbif,2022-02-17T00:00:00.000Z,2022-02-17T00:00:00.000Z,Point,44.699463,-0.381575
Lullula arborea,<a href="https://www.gbif.org/species/2490604" target="_blank">Voir sur GBIF</a>,5700609a-513b-4474-8a2e-a5a73d22663a,gbif,2022-02-17T00:00:00.000Z,2022-02-17T00:00:00.000Z,Point,44.699463,-0.381575
Cyanistes caeruleus,<a href="https://www.gbif.org/species/2487879" target="_blank">Voir sur GBIF</a>,145fa11d-7d63-4fc2-8b12-1286148d6dea,gbif,2022-02-17T00:00:00.000Z,2022-02-17T00:00:00.000Z,Point,44.699463,-0.381575
Erithacus rubecula,<a href="https://www.gbif.org/species/2492462" target="_blank">Voir sur GBIF</a>,8401bf2d-0cfe-426e-88cf-32a59a167af8,gbif,2022-02-17T00:00:00.000Z,2022-02-17T00:00:00.000Z,Point,44.699463,-0.381575
Fringilla coelebs,<a href="https://www.gbif.org/species/2494422" target="_blank">Voir sur GBIF</a>,1223fb9b-40c5-4ba0-aa4e-ae3317d81d49,gbif,2022-02-17T00:00:00.000Z,2022-02-17T00:00:00.000Z,Point,44.699463,-0.381575
Rhaphiolepis bibas,<a href="https://www.gbif.org/species/10786206" target="_blank">Voir sur GBIF</a>,5534fbf7-065d-4025-bc67-9e22eaa8d074,gbif,2022-02-11T14:17:18.138Z,2022-02-11T14:17:18.138Z,Point,44.691777,-0.417623
Rhamnus alaternus,<a href="https://www.gbif.org/species/6371424" target="_blank">Voir sur GBIF</a>,ff9a5c98-bfb1-4766-99ee-9704ea0bb0b1,gbif,2022-02-03T15:42:59.186Z,2022-02-03T15:42:59.186Z,Point,44.706239,-0.393589
Ruscus aculeatus,<a href="https://www.gbif.org/species/2769766" target="_blank">Voir sur GBIF</a>,b89c64c6-b50d-4147-9f9d-b48ad536a7f5,gbif,2022-01-30T14:54:38.032Z,2022-01-30T14:54:38.032Z,Point,44.719643,-0.338393
Fringilla coelebs,<a href="https://www.gbif.org/species/2494422" target="_blank">Voir sur GBIF</a>,75f78bcf-814a-44fa-8713-86df29a44fe4,gbif,2022-01-30T00:00:00.000Z,2022-01-30T00:00:00.000Z,Point,44.7119,-0.40269
Sturnus vulgaris,<a href="https://www.gbif.org/species/9809229" target="_blank">Voir sur GBIF</a>,9fad47ae-aa9e-4a96-acce-0e819ee00574,gbif,2022-01-30T00:00:00.000Z,2022-01-30T00:00:00.000Z,Point,44.7119,-0.40269
Picus viridis,<a href="https://www.gbif.org/species/2478523" target="_blank">Voir sur GBIF</a>,cae3e668-df2e-4df4-b4ff-50f9400a565b,gbif,2022-01-30T00:00:00.000Z,2022-01-30T00:00:00.000Z,Point,44.7119,-0.40269
Erithacus rubecula,<a href="https://www.gbif.org/species/2492462" target="_blank">Voir sur GBIF</a>,d07df46d-a499-4036-a44f-557828996823,gbif,2022-01-30T00:00:00.000Z,2022-01-30T00:00:00.000Z,Point,44.7119,-0.40269
Phoenicurus ochruros,<a href="https://www.gbif.org/species/5739315" target="_blank">Voir sur GBIF</a>,3d106132-303e-41c7-9ac1-a45d039b3010,gbif,2022-01-30T00:00:00.000Z,2022-01-30T00:00:00.000Z,Point,44.7119,-0.40269
Pica pica,<a href="https://www.gbif.org/species/5229490" target="_blank">Voir sur GBIF</a>,d7440aa9-9e58-4fc3-9eb8-51ca602c5450,gbif,2022-01-30T00:00:00.000Z,2022-01-30T00:00:00.000Z,Point,44.7119,-0.40269
Rhinolophus ferrumequinum,<a href="https://www.gbif.org/species/2432655" target="_blank">Voir sur GBIF</a>,f5a88da0-80c7-4b34-9fa5-a0c757050f71,gbif,2022-01-30T00:00:00.000Z,2022-01-30T00:00:00.000Z,Point,44.69358,-0.34568
Parus major,<a href="https://www.gbif.org/species/9705453" target="_blank">Voir sur GBIF</a>,6d38a0a5-db0a-4ac5-b7cd-1443ea539887,gbif,2022-01-30T00:00:00.000Z,2022-01-30T00:00:00.000Z,Point,44.7119,-0.40269
Regulus ignicapilla,<a href="https://www.gbif.org/species/6093527" target="_blank">Voir sur GBIF</a>,adb145cf-8f03-4e85-a60a-7b29619233a1,gbif,2022-01-30T00:00:00.000Z,2022-01-30T00:00:00.000Z,Point,44.7119,-0.40269
Cyanistes caeruleus,<a href="https://www.gbif.org/species/2487879" target="_blank">Voir sur GBIF</a>,9ce10dbf-ef80-4d3e-ae5a-e373fc5ecdf3,gbif,2022-01-30T00:00:00.000Z,2022-01-30T00:00:00.000Z,Point,44.7119,-0.40269
Rhinolophus hipposideros,<a href="https://www.gbif.org/species/10991082" target="_blank">Voir sur GBIF</a>,6f1bd0d1-244d-4220-a0e3-4f2f9faa03ee,gbif,2022-01-30T00:00:00.000Z,2022-01-30T00:00:00.000Z,Point,44.69358,-0.34568
